,query,seed_keyword,competition,avg_cpc,1,2,3,4,5,6,7,8,9,10,11,12
1100,tgv pas cher lyon paris,train paris lyon,0.0,0.0,0,20,40,30,30,70,70,30,30,50,70,50
1101,billet de tgv lyon,train paris lyon,0.0,0.0,10,0,10,10,10,10,10,10,10,10,10,10
1102,cannes to nice train,train paris lyon,1.79,0.0,10,70,210,170,260,320,720,1300,1300,1600,1300,1300
1103,tarif sncf tgv paris lyon,train paris lyon,0.0,0.0,0,0,0,0,0,0,0,10,0,0,10,0
1104,gare paris de lyon,train paris lyon,0.0,0.0,10,10,30,20,20,20,30,30,20,30,10,10
1105,paris lyon en tgv,train paris lyon,5.79,0.09,40,50,90,90,70,90,110,140,90,90,110,70
1106,sncf horaires paris lyon,train paris lyon,0.0,0.0,10,10,10,20,10,20,20,20,10,20,20,30
1107,billet aller retour lyon,train paris lyon,14.29,0.09,10,10,10,10,10,20,10,10,20,10,10,10
1108,voyage lyon paris,train paris lyon,2.86,0.0,20,40,40,50,90,50,50,30,40,50,50,30
1109,gare de lyon reservation train,train paris lyon,0.0,0.0,0,10,10,0,10,10,0,10,10,10,10,10
1110,trajet lyon paris pas cher,train paris lyon,2.38,0.21,10,10,50,30,40,50,70,50,70,50,50,50
1111,train paris futuroscope,train paris lyon,0.89,0.19,20,70,210,170,70,140,210,170,210,210,170,210
1112,reservation sncf paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1113,tgv de lyon,train paris lyon,0.0,0.0,10,10,20,10,10,10,10,10,10,10,20,10
1114,lyon paris train horaires,train paris lyon,9.52,0.0,10,20,30,20,20,30,30,20,20,20,20,20
1115,paris lyon tgv pas cher,train paris lyon,47.62,0.1,10,10,20,30,30,50,70,50,40,50,70,50
1116,abonnement train paris lyon,train paris lyon,0.0,0.0,10,10,20,10,10,10,20,20,20,20,10,20
1117,paris lyon moins cher,train paris lyon,0.0,0.11,0,30,50,20,70,40,70,50,40,50,50,50
1118,lyon tgv gare,train paris lyon,0.0,0.0,0,10,20,30,10,20,30,20,40,90,30,40
1119,billet pour lyon train,train paris lyon,0.0,0.0,0,10,10,10,0,10,10,10,10,10,0,0
1120,paris lyon tgv durée,train paris lyon,0.31,0.0,140,170,260,170,140,170,390,320,390,390,320,320
1121,train ouigo paris lyon,train paris lyon,46.75,0.11,10,70,110,140,170,170,210,170,170,110,170,110
1122,sncf paris gare de lyon,train paris lyon,0.84,0.13,50,140,170,140,260,170,260,210,140,210,170,110
1123,tgv sncf gare de lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,0,10,10,10,0,0
1124,promo tgv paris lyon,train paris lyon,0.0,0.0,0,0,10,10,0,0,10,10,10,0,10,10
1125,horaires des tgv paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,10,10,10,10,10
1126,voyage tgv paris lyon,train paris lyon,0.0,0.0,10,0,0,10,0,0,0,10,0,0,10,10
1127,lyon orly sncf,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1128,gare sncf paris lyon,train paris lyon,0.0,0.0,10,10,10,10,30,10,20,10,10,20,10,10
1129,paris tgv lyon,train paris lyon,0.0,0.0,10,10,20,10,10,10,10,10,10,10,10,10
1130,train à lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,20,10,30,10,10
1131,ligne sncf paris lyon,train paris lyon,0.0,0.0,10,10,10,10,20,20,10,20,10,20,10,20
1132,lyon paris orly tgv,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,0
1133,lyon perrache paris sncf,train paris lyon,0.0,0.0,0,0,0,10,10,10,10,10,10,10,10,0
1134,distance paris lyon tgv,train paris lyon,0.24,0.0,110,90,170,90,90,110,170,170,110,210,210,170
1135,paris to tours train,train paris lyon,6.72,0.21,20,50,110,70,70,140,210,260,210,260,320,210
1136,tgv lyon paris gare de lyon,train paris lyon,4.08,0.13,10,30,90,110,110,140,90,110,70,140,70,110
1137,paris nimes,train paris lyon,4.15,0.1,880,1900,2900,1900,2900,1900,2900,2900,33100,4400,3600,3600
1138,tgv pas cher lyon,train paris lyon,0.0,0.0,0,0,10,0,10,10,10,10,10,10,10,10
1139,1er tgv paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1140,horaires de train gare de lyon,train paris lyon,0.0,0.0,10,30,50,70,70,110,70,70,70,70,70,50
1141,tgv paris gare de lyon,train paris lyon,1.94,0.29,50,90,140,170,210,140,210,170,170,210,210,140
1142,billet train paris aix en provence,train paris lyon,25.82,0.1,30,90,140,90,50,110,170,170,170,210,170,140
1143,ouigo tgv paris lyon,train paris lyon,9.52,0.15,10,20,30,20,70,70,50,90,90,90,90,70
1144,paris lyon billet,train paris lyon,19.64,0.13,20,70,210,140,90,110,90,110,90,70,90,90
1145,train paris albertville,train paris lyon,0.48,0.06,30,110,210,210,170,170,140,70,110,140,110,50
1146,trajet paris lyon pas cher,train paris lyon,0.0,0.0,10,10,10,20,20,30,30,30,40,40,30,40
1147,direct paris lyon,train paris lyon,0.0,0.0,10,20,40,10,10,10,10,30,10,0,0,10
1148,itineraire tgv paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1149,paris lion,train paris lyon,0.0,0.0,70,880,880,110,140,140,110,880,170,110,70,90
1150,billet paris lyon tgv,train paris lyon,38.1,0.1,10,50,90,50,70,70,90,110,70,40,30,40
1151,train paris gare de lyon,train paris lyon,2.98,0.08,70,170,260,210,260,210,390,210,170,210,170,170
1152,billet sncf lyon paris,train paris lyon,16.84,0.25,30,90,210,260,210,320,260,320,320,320,320,320
1153,billet tgv paris lyon moins cher,train paris lyon,0.0,0.16,0,0,10,10,10,10,10,10,10,10,10,10
1154,train paris marseilles,train paris lyon,5.56,0.1,20,40,90,70,50,50,70,50,110,110,90,140
1155,billet de tgv lyon paris,train paris lyon,26.53,0.11,10,30,50,40,50,70,90,70,50,50,50,40
1156,reservation tgv lyon paris,train paris lyon,9.09,0.21,10,40,70,90,70,90,110,90,50,90,70,70
1157,lyon paris tgv tarif,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1158,train de lyon,train paris lyon,0.0,0.0,10,20,40,20,30,30,40,40,30,30,30,30
1159,tgv horaires paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,40,30,40,20,20,30,10
1160,paris lyon tgv prix,train paris lyon,7.01,0.14,170,210,390,320,320,320,320,210,210,140,140,140
1161,arrivée train gare de lyon,train paris lyon,0.0,0.0,90,720,1300,1000,720,1000,1300,1000,1600,1600,1300,1300
1162,gare tgv entre paris et lyon,train paris lyon,0.0,0.0,10,10,20,30,30,20,20,30,20,20,20,20
1163,cheap train tickets france,train paris lyon,5.71,0.0,20,90,170,140,170,170,260,210,210,210,140,110
1164,paris to grenoble train,train paris lyon,20.24,0.08,10,70,110,110,110,110,110,110,110,110,210,90
1165,billet tgv pas cher lyon paris,train paris lyon,0.0,0.0,10,10,20,10,10,10,20,10,20,20,20,10
1166,aller retour lyon paris pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,20,20,10,20,10,10,20
1167,lyon paris tgv horaires,train paris lyon,0.0,0.58,10,20,40,40,40,40,70,70,40,50,50,40
1168,train paris lyon sncf,train paris lyon,8.49,0.12,40,110,320,320,390,390,390,170,110,90,90,110
1169,ouigo train paris lyon,train paris lyon,0.0,0.0,10,20,70,50,70,70,70,70,70,50,70,70
1170,partir de paris pour lyon,train paris lyon,0.0,0.0,10,10,10,10,10,0,10,10,0,10,10,10
1171,voyage paris lyon pas cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,10,10,20,10,10
1172,tgv paris lyon prix,train paris lyon,14.29,0.09,10,20,40,40,30,30,40,110,110,110,90,110
1173,paris lyon pas cher avion,train paris lyon,0.0,0.0,0,10,10,10,20,10,20,10,20,20,10,10
1174,prix train lyon paris,train paris lyon,7.86,0.07,20,30,50,50,50,50,70,70,70,50,50,40
1175,sncf train lyon,train paris lyon,0.0,0.0,10,30,20,50,70,40,70,20,20,40,10,40
1176,lyon paris moins cher,train paris lyon,0.0,0.06,10,10,70,20,40,40,50,30,70,40,30,50
1177,billet tgv paris lyon pas cher,train paris lyon,23.81,0.05,10,10,40,10,10,30,40,30,30,30,20,10
1178,billet ouigo paris lyon,train paris lyon,5.95,0.34,10,90,170,90,70,140,210,140,140,170,170,110
1179,tgv france paris lyon,train paris lyon,0.0,0.0,0,0,0,0,0,0,10,0,0,10,0,0
1180,ligne paris lyon,train paris lyon,0.0,0.0,20,30,50,50,50,40,50,40,40,70,50,40
1181,voyage lyon paris pas cher,train paris lyon,0.0,0.07,10,10,10,10,10,10,30,20,10,20,10,20
1182,paris to amiens train,train paris lyon,40.0,0.1,10,70,90,90,90,140,110,140,140,110,110,110
1183,train lyon paris gare de lyon,train paris lyon,12.99,0.07,10,30,90,90,50,70,70,70,50,50,110,90
1184,paris surgeres,train paris lyon,8.7,0.08,20,70,90,90,90,70,170,170,210,260,260,170
1185,paris lyon tgv temps,train paris lyon,0.47,0.0,260,260,590,590,480,590,480,880,590,480,720,720
1186,tgv lyon paris prix,train paris lyon,14.29,0.1,10,20,40,70,40,90,90,70,70,50,30,40
1187,horaire de tgv paris lyon,train paris lyon,25.71,0.08,10,20,10,20,10,20,20,20,20,20,20,20
1188,lyon paris itinéraire,train paris lyon,0.0,0.0,40,90,110,140,170,110,140,140,210,110,110,110
1189,billet de train pour lyon part dieu,train paris lyon,26.19,0.07,10,20,50,20,10,40,50,30,40,70,40,50
1190,billet de train tgv lyon paris pas cher,train paris lyon,100.0,0.09,10,10,20,20,10,10,20,10,10,20,20,10
1191,train paris lyon horaires,train paris lyon,3.48,0.13,110,210,210,210,260,260,390,320,210,210,320,170
1192,pas cher paris lyon,train paris lyon,0.0,0.0,0,0,10,0,10,10,10,10,0,0,0,0
1193,horaire train tgv paris lyon,train paris lyon,0.0,0.06,10,0,10,0,10,10,10,10,10,10,10,10
1194,paris lyon pas cher tgv,train paris lyon,0.0,0.0,0,10,20,10,10,10,10,10,10,10,10,10
1195,lyon paris distance voiture,train paris lyon,0.0,0.0,10,40,90,70,140,50,40,50,90,70,70,70
1196,horaires de train pour paris,train paris lyon,5.28,0.13,50,90,210,210,210,210,210,210,140,170,170,140
1197,paris lyon distance train,train paris lyon,0.0,0.0,30,20,20,30,40,50,40,50,70,90,40,40
1198,train tgv gare de lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1199,train gare lyon,train paris lyon,0.0,0.0,10,10,20,30,10,10,20,10,20,20,10,10
1200,comment aller à paris pas cher,train paris lyon,3.57,0.07,10,10,20,20,50,50,70,50,30,40,70,30
1201,gare sncf de paris lyon,train paris lyon,0.0,0.0,0,10,0,10,0,0,10,10,10,10,10,10
1202,paris lyon aller retour,train paris lyon,4.08,0.12,10,20,70,50,50,50,70,40,70,50,40,50
1203,train corail paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,20,10,10,10
1204,train lyon paris horaires,train paris lyon,4.64,0.13,110,320,590,720,720,720,880,880,590,720,720,590
1205,oui go paris lyon,train paris lyon,20.41,0.04,20,210,390,390,260,390,480,320,390,390,320,320
1206,tgv orange lyon,train paris lyon,2.04,0.0,10,20,10,10,10,10,10,10,10,10,20,10
1207,tarif train lyon paris,train paris lyon,0.0,0.0,10,10,30,40,20,40,50,50,30,30,20,40
1208,aller retour paris lyon pas cher,train paris lyon,0.0,0.0,10,10,20,10,20,20,20,20,30,30,30,30
1209,billet de train ouigo paris lyon,train paris lyon,0.0,0.09,10,30,50,30,30,50,50,30,30,50,50,40
1210,train paris lyon tgv,train paris lyon,1.79,0.0,10,30,30,10,40,30,40,30,30,50,40,40
1211,stockholm paris train,train paris lyon,0.0,0.0,10,10,30,40,20,30,50,20,30,40,40,30
1212,sncf paris lyon pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,20
1213,tgv vers lyon,train paris lyon,7.14,0.06,10,0,10,10,10,10,10,10,10,10,10,10
1214,train sncf lyon paris,train paris lyon,4.15,0.06,30,50,50,70,90,90,140,70,50,70,70,70
1215,voyage pas cher lyon paris,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1216,billet train paris lyon pas cher aller retour,train paris lyon,0.0,0.11,0,10,30,30,10,20,20,20,20,30,30,30
1217,paris lyon billet pas cher,train paris lyon,95.24,0.12,10,10,20,10,10,20,20,20,40,40,50,40
1218,train paris surgeres,train paris lyon,25.0,0.07,20,70,90,70,90,90,140,110,170,210,170,140
1219,paris lyon idtgv,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1220,lyon paris distance train,train paris lyon,0.0,0.0,10,20,10,20,10,10,10,20,20,20,10,20
1221,dernier tgv paris lyon,train paris lyon,0.0,0.0,0,10,20,20,10,30,20,20,10,20,30,10
1222,sncf lyon paris pas cher,train paris lyon,0.0,0.0,0,10,10,20,20,20,10,20,10,20,30,10
1223,paris lyon trajet,train paris lyon,0.58,0.0,140,140,260,170,260,170,140,140,210,170,170,210
1224,sncf train lyon paris,train paris lyon,6.9,0.09,30,50,70,140,170,110,170,90,70,70,70,90
1225,place lyon paris,train paris lyon,0.0,0.0,10,170,170,30,10,20,10,260,170,10,10,10
1226,horaires train lyon paris,train paris lyon,1.9,0.0,10,50,90,90,70,110,170,210,110,140,170,140
1227,paris lyon distance km,train paris lyon,0.14,0.0,110,70,210,170,210,110,110,140,170,170,90,140
1228,train to lyon,train paris lyon,2.04,0.3,10,70,110,110,110,140,170,110,110,210,170,110
1229,trajet paris lyon train,train paris lyon,2.86,0.0,10,10,20,20,10,20,30,30,30,20,20,20
1230,train lyon paris sncf,train paris lyon,6.59,0.19,40,110,210,210,320,390,390,320,260,210,210,170
1231,gare tgv de lyon,train paris lyon,0.0,0.0,10,20,30,20,20,30,30,30,10,30,30,30
1232,train paris lyon ouigo,train paris lyon,11.22,0.12,10,70,90,110,110,170,170,170,70,70,110,70
1233,lyon paris tgv temps,train paris lyon,0.78,0.0,90,140,260,210,170,260,320,320,320,320,260,260
1234,tgv paris gare lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,0,10,10,10,10,10
1235,train tgv lyon paris,train paris lyon,1.95,0.06,20,40,70,40,70,70,70,70,30,50,50,50
1236,arrivée tgv gare de lyon,train paris lyon,0.0,0.0,10,170,390,320,260,390,390,210,390,320,320,390
1237,billet lyon paris pas cher tgv,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1238,gare lyon train,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1239,train paris rimini,train paris lyon,0.0,0.02,10,10,20,20,20,20,10,10,30,70,40,30
1240,billet de train pour paris gare de lyon,train paris lyon,85.71,0.21,10,10,10,20,30,30,30,10,10,10,20,20
1241,train de nuit paris lyon,train paris lyon,8.16,0.18,10,20,40,30,30,40,50,50,50,40,40,30
1242,tarif sncf lyon paris,train paris lyon,0.0,0.0,20,10,40,40,20,30,20,30,20,40,30,50
1243,paris lyon le moins cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,10,10,10,20,20
1244,reservation tgv gare de lyon,train paris lyon,0.0,0.0,10,10,10,20,20,10,10,10,10,10,10,10
1245,promo sncf paris lyon,train paris lyon,0.0,0.0,0,10,0,10,0,0,0,0,0,10,10,10
1246,paris lyon part dieu pas cher,train paris lyon,0.0,0.0,0,10,20,10,10,10,10,20,10,10,10,40
1247,train pour paris gare de lyon,train paris lyon,1.3,0.22,10,20,40,50,30,30,40,70,30,20,20,10
1248,train paris nord,train paris lyon,0.68,0.0,40,90,140,140,170,140,170,140,110,170,170,90
1249,paris gare de lyon tgv,train paris lyon,11.69,0.05,10,30,50,50,70,30,70,40,70,70,50,40
1250,train low cost lyon,train paris lyon,0.0,0.0,10,10,10,0,0,0,10,10,10,0,10,10
1251,horaires sncf tgv paris gare lyon,train paris lyon,0.0,0.0,0,0,0,0,10,0,10,10,0,0,10,0
1252,trajet paris pas cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,20,10,10,20,10
1253,paris lyon aller retour pas cher,train paris lyon,14.29,0.61,10,10,30,10,10,10,10,20,10,10,30,10
1254,transport paris lyon pas cher,train paris lyon,64.29,0.48,10,10,10,10,10,10,10,10,10,10,10,10
1255,paris lyon prix,train paris lyon,4.29,0.11,30,30,50,50,40,50,50,40,40,50,40,30
1256,prix billet de train lyon paris,train paris lyon,14.29,0.07,10,20,20,20,30,30,30,30,40,40,30,20
1257,train paris to moutiers,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,0,10,10,10,0
1258,prix billet train lyon paris,train paris lyon,10.71,0.05,10,10,30,30,10,30,30,10,30,20,30,20
1259,entre paris et lyon,train paris lyon,0.0,0.0,10,20,20,20,20,20,30,20,20,10,10,10
1260,train paris lyon saint exupéry,train paris lyon,0.0,0.0,10,30,50,50,40,50,50,70,40,70,90,70
1261,train de lyon a paris,train paris lyon,9.77,0.13,20,30,40,30,50,40,50,40,30,30,30,20
1262,sncf billet lyon paris,train paris lyon,2.04,0.0,10,30,40,50,40,50,50,30,40,20,30,20
1263,paris to frankfurt train,train paris lyon,10.54,0.09,170,480,880,1000,1000,1000,1300,1300,1000,1300,1000,880
1264,train paris nîmes,train paris lyon,6.51,0.1,90,110,140,110,110,90,110,90,140,170,140,110
1265,train lines france,train paris lyon,7.14,0.03,10,40,90,70,70,70,90,110,110,140,70,70
1266,lyon paris le moins cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,20,10,20,10,20,10
1267,lyon paris 10 euros,train paris lyon,0.0,0.0,0,10,10,10,0,10,10,10,10,10,10,10
1268,billet tgv lyon paris moins cher,train paris lyon,0.0,0.07,0,0,0,10,10,10,10,0,0,0,10,0
1269,billet de train paris lyon ouigo,train paris lyon,28.57,0.12,10,20,30,40,20,20,10,20,20,50,30,20
1270,lyon pari,train paris lyon,1.79,0.0,10,110,70,20,20,30,30,90,30,20,20,20
1271,tgv paris lyon saint exupéry,train paris lyon,14.29,0.0,10,20,30,40,30,70,50,40,30,50,40,50
1272,train paris gare de lyon lyon part dieu,train paris lyon,17.86,0.3,10,20,50,40,70,50,50,50,50,40,50,30
1273,ouigo paris lyon perrache,train paris lyon,7.14,0.06,10,40,40,20,10,30,40,10,10,20,10,10
1274,tgv gare lyon,train paris lyon,0.0,0.0,10,10,20,10,10,10,10,10,20,20,10,10
1275,billet de train lyon paris aller retour pas cher,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1276,tarif paris lyon tgv,train paris lyon,7.14,0.0,10,10,10,20,10,10,20,30,10,10,30,20
1277,paris lyon train durée,train paris lyon,0.0,0.0,30,50,50,40,40,50,50,20,40,30,30,20
1278,paris lyon en train pas cher,train paris lyon,42.86,0.15,10,10,10,10,10,10,20,20,20,20,10,10
1279,sncf voyage lyon,train paris lyon,0.0,0.0,10,10,10,10,10,0,10,10,0,10,10,10
1280,billet paris lyon moins cher,train paris lyon,0.0,0.17,10,10,10,10,10,10,10,30,10,20,10,10
1281,prix billet lyon paris,train paris lyon,4.76,0.0,10,20,30,20,20,20,20,30,30,20,10,10
1282,gare de train a lyon,train paris lyon,0.0,0.0,10,10,10,10,10,20,20,30,10,10,10,10
1283,paris lyon par train,train paris lyon,0.0,0.0,10,10,20,10,10,10,10,10,10,20,10,10
1284,billet de train lyon paris sncf,train paris lyon,7.14,0.09,10,10,20,20,30,30,40,50,50,50,40,70
1285,billet de train lyon paris gare de lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,20,10,20,20,10
1286,paris lyon low cost,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1287,paris lyon tgv horaires,train paris lyon,0.0,0.0,10,50,70,50,50,70,90,70,50,70,70,70
1288,paris lyon pas cher train,train paris lyon,21.43,0.21,10,10,30,10,10,20,50,40,50,70,90,90
1289,billet de train pour paris gare de lyon pas cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1290,trajet pour lyon,train paris lyon,0.0,1.32,10,10,20,10,10,10,10,10,10,10,10,10
1291,billets de train pas cher lyon paris,train paris lyon,28.57,0.4,10,10,20,10,10,10,10,10,10,10,10,10
1292,distance lyon paris tgv,train paris lyon,0.0,0.0,40,40,50,50,40,70,70,40,40,70,50,70
1293,prix paris lyon tgv,train paris lyon,12.7,0.07,10,10,20,20,20,20,30,20,20,20,20,30
1294,billet paris lyon pas cher train,train paris lyon,0.0,0.21,0,0,0,0,0,0,0,0,0,10,0,10
1295,tarif train lyon,train paris lyon,0.0,0.04,10,10,10,10,10,10,10,10,10,10,10,10
1296,sncf paris lyon tgv,train paris lyon,0.0,0.0,10,30,10,20,40,20,50,30,10,10,20,20
1297,sncf reservation tgv lyon paris,train paris lyon,0.0,0.0,10,10,10,10,10,10,30,10,10,10,10,10
1298,paris lyon transport,train paris lyon,16.33,0.0,10,20,20,10,20,10,10,20,20,10,10,20
1299,billet de train pas cher lyon paris sncf,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,20,10,10,10
1300,trajet pas cher lyon paris,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,20,10,20,10
1301,trajet paris lyon tgv,train paris lyon,2.6,0.08,20,30,50,40,40,30,50,40,40,50,50,50
1302,tgv ligne paris lyon,train paris lyon,0.0,0.0,0,0,0,10,10,10,10,0,10,10,10,10
1303,prix billet tgv lyon paris,train paris lyon,4.76,0.0,10,10,10,20,20,10,40,30,10,40,40,20
1304,billet paris lyon train,train paris lyon,10.0,0.0,10,20,30,30,30,40,40,40,40,40,40,30
1305,billet de train pas cher lyon paris gare de lyon,train paris lyon,0.0,0.0,0,0,0,0,0,0,0,0,10,0,0,10
1306,paris lyon pas cher sncf,train paris lyon,0.0,0.0,10,10,10,0,10,10,10,10,10,10,10,10
1307,paris lyon comparateur de prix,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,0,10
1308,ticket lyon paris,train paris lyon,0.0,0.0,10,20,20,10,30,20,20,30,20,20,10,20
1309,paris lyon billet de train,train paris lyon,64.29,0.17,10,10,20,20,20,10,10,20,20,20,20,20
1310,billet moins cher lyon paris,train paris lyon,7.14,0.0,10,10,50,20,40,10,30,10,30,20,10,10
1311,comment aller a paris pas cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,20,10
1312,train lyon paris tgv,train paris lyon,0.0,0.0,10,10,10,20,20,20,30,20,30,20,20,20
1313,paris lyon train tgv,train paris lyon,4.29,0.0,10,10,10,20,10,10,10,20,10,10,10,10
1314,trajet train lyon paris,train paris lyon,5.71,0.21,10,20,30,30,20,20,30,20,20,20,20,40
1315,train paris lyon st exupery,train paris lyon,16.67,0.0,10,30,50,50,40,50,10,20,30,30,40,30
1316,billet pas cher lyon paris tgv,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1317,tarif lyon paris,train paris lyon,0.0,0.0,10,10,10,20,10,10,10,20,30,10,20,20
1318,lyon paris tgv durée,train paris lyon,0.0,0.0,70,30,140,70,90,90,90,110,110,70,90,90
1319,aller paris pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,20,30,20,10,20,10
1320,billet sncf lyon paris pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,20,10,20,10,20,10,10
1321,trajet lyon paris tgv,train paris lyon,1.3,0.0,10,20,20,20,20,30,40,20,20,30,20,20
1322,prix lyon paris,train paris lyon,4.08,0.0,10,20,20,20,10,20,20,20,20,20,20,10
1323,train paris cdg lyon,train paris lyon,18.1,0.26,10,50,20,30,20,30,30,20,30,30,30,20
1324,horaires tgv paris lyon perrache,train paris lyon,0.0,0.0,10,10,30,30,20,30,70,70,50,30,70,70
1325,sncf billet pas cher lyon paris,train paris lyon,0.0,0.0,0,0,10,10,0,0,0,10,10,10,0,0
1326,billet aller retour lyon paris,train paris lyon,0.0,0.0,10,10,30,20,10,20,30,20,10,20,20,20
1327,billet paris lyon aller retour,train paris lyon,0.0,0.0,10,10,10,10,10,40,30,10,20,10,10,10
1328,nîmes paris tgv,train paris lyon,18.37,0.14,10,40,50,40,70,50,70,70,110,110,70,50
1329,billet de train pas cher paris lyon aller retour,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1330,lyon wifi,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1331,paris lyon distance voiture,train paris lyon,0.33,1.51,140,140,260,170,320,210,210,170,320,320,210,210
1332,tarif lyon paris tgv,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1333,paris lyon train prix,train paris lyon,6.12,0.14,10,10,20,10,20,20,30,30,20,20,10,20
1334,horaires sncf lyon paris,train paris lyon,0.0,0.0,10,20,50,70,40,90,110,110,70,90,110,110
1335,orly lyon train,train paris lyon,0.0,0.0,10,30,30,30,20,40,30,40,30,30,20,40
1336,billet paris lyon pas cher tgv,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1337,paris lyon pas cher idtgv,train paris lyon,0.0,0.0,0,0,10,10,10,0,10,0,0,10,0,10
1338,paris lyon billet train,train paris lyon,25.0,0.09,10,10,20,30,20,30,40,20,20,20,20,10
1339,paris lyon train temps,train paris lyon,0.0,0.0,110,170,320,210,210,170,170,320,320,260,260,210
1340,tgv moins cher lyon paris,train paris lyon,0.0,0.0,0,0,10,0,10,10,10,10,10,10,10,10
1341,billet moins cher paris lyon tgv,train paris lyon,0.0,0.0,0,0,0,10,0,0,10,0,0,0,10,0
1342,tgv paris lyon durée,train paris lyon,0.0,0.0,50,50,90,70,70,110,110,110,110,110,70,70
1343,trajet lyon paris train,train paris lyon,2.86,0.09,10,20,40,30,20,30,30,30,30,20,30,40
1344,paris lyon tgv temps de trajet,train paris lyon,0.0,0.0,20,30,50,10,20,10,50,40,30,20,10,10
1345,billet sncf pas cher lyon paris,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1346,billet de tgv pas cher lyon paris,train paris lyon,0.0,0.0,0,0,10,0,10,10,10,10,10,10,10,10
1347,itineraire lyon paris,train paris lyon,0.0,0.0,50,70,140,140,210,140,110,140,210,170,140,140
1348,reservation tgv lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1349,tgv de lyon a paris,train paris lyon,0.0,0.06,10,10,10,10,10,10,10,10,10,10,10,10
1350,aller retour paris lyon tgv,train paris lyon,3.57,0.0,10,10,20,20,10,10,20,20,10,10,10,10
1351,billet de train paris lyon aller retour,train paris lyon,21.43,0.07,10,10,20,20,10,20,20,20,20,20,10,10
1352,sncf pas cher lyon paris,train paris lyon,0.0,0.0,0,0,10,10,0,0,0,10,10,10,10,0
1353,billet paris lyon sncf,train paris lyon,16.67,0.18,10,10,10,20,10,20,10,10,40,40,20,20
1354,billet tgv lyon paris gare de lyon,train paris lyon,0.0,0.0,0,10,0,10,10,10,10,10,20,10,20,10
1355,billet lyon paris sncf,train paris lyon,31.43,0.16,10,10,20,10,10,10,30,40,30,20,10,20
1356,tarif tgv lyon paris aller retour,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,20,10,10,10,10
1357,train low cost lyon paris,train paris lyon,0.0,0.0,0,0,20,10,10,10,10,10,10,10,10,10
1358,train pari,train paris lyon,0.0,0.0,10,20,30,30,30,20,50,30,40,40,30,30
1359,tgv gare de lyon paris,train paris lyon,33.04,0.47,20,20,40,30,50,10,70,30,40,40,30,20
1360,billet de train paris lyon sncf,train paris lyon,15.58,0.14,10,10,10,30,20,20,20,40,40,30,30,30
